Discipline Code;Work Discipline Code;Work Class Code;Sub Work Class Code;Sub Work Class Description;Pos;Work Step Description;Step Reference;Commodity Group Name;UoM;QCF Code;Subcon. Attnd.;Con. Attnd.;Client Attnd.;ThirdParty Attnd.;Weight;Summary QCF;Gate;Key Quantity Step;Can Manually Progress;Record Status
15;1500;15101;15101-E;MCT FRAME AND INSERTS INSTALLATION;2;BLOCK INSTALLATION;Ref.2;;U;;;;;;40;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15101;15101-E;MCT FRAME AND INSERTS INSTALLATION;3;FINAL DOC. REVIEW;Ref.3;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15111;15111-A;INSTALLATION OF CABLE TRAYS INSIDE BUILDINGS;1;PREFABRICATION & INSTALLATION OF SUPPORTS;Ref.1;;;;;;;;35;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15111;15111-A;INSTALLATION OF CABLE TRAYS INSIDE BUILDINGS;2;INSTALLATION OF TRAYS;Ref.2;;LM;;;;;;40;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15111;15111-A;INSTALLATION OF CABLE TRAYS INSIDE BUILDINGS;3;GROUNDING AND FINAL INSPECTION;Ref.3;;;TEN-1574-003;X;W;S;;20;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15111;15111-A;INSTALLATION OF CABLE TRAYS INSIDE BUILDINGS;4;FINAL DOC. REVIEW;Ref.4;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15121;15121-A;INSTALLATION OF CABLES AND MULTICABLES INSIDE BUILDINGS;1;CABLES INSTALLATION AND CHECK;Ref.1;;LM;;;;;;65;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15121;15121-A;INSTALLATION OF CABLES AND MULTICABLES INSIDE BUILDINGS;2;CABLES TEST;Ref.2;;;;;;;;30;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15121;15121-A;INSTALLATION OF CABLES AND MULTICABLES INSIDE BUILDINGS;3;FINAL DOC. REVIEW;Ref.3;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15121;15121-C;INSTALLATION AND CONNECTION OF PATCHCORD CABLES AND MULTICABLES;1;INSTALLATION AND CONNECTION;Ref.1;;U;;;;;;95;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15121;15121-C;INSTALLATION AND CONNECTION OF PATCHCORD CABLES AND MULTICABLES;2;FINAL CHECK;Ref.2;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15131;15131-B;CONNECTION OF CABLES AND MULTICABLES INSIDE BUILDINGS;1;SOURCE POINT CONNECTION AND CHECK;Ref.1;;;;;;;;45;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15131;15131-B;CONNECTION OF CABLES AND MULTICABLES INSIDE BUILDINGS;2;DESTINATION  POINT CONNECTION AND CHECK;Ref.2;;U;;;;;;50;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15131;15131-B;CONNECTION OF CABLES AND MULTICABLES INSIDE BUILDINGS;3;FINAL DOC. REVIEW;Ref.3;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15211;15211-A;INSTALLATION OF FIELD CABLE TRAYS;1;PREFABRICATION & INSTALLATION OF SUPPORTS;Ref.1;;;;;;;;35;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15211;15211-A;INSTALLATION OF FIELD CABLE TRAYS;2;INSTALLATION OF TRAYS;Ref.2;;LM;;;;;;40;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15211;15211-A;INSTALLATION OF FIELD CABLE TRAYS;3;GROUNDING;Ref.3;;;;;;;;20;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15211;15211-A;INSTALLATION OF FIELD CABLE TRAYS;4;FINAL DOC. REVIEW;Ref.4;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15211;15211-UG1;INSTALLATION OF UNDEGROUND FIELD CONDUITS;1;CONDUITS AND TRENCH INSPECTION;Ref.1;;;;;;;;45;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15211;15211-UG1;INSTALLATION OF UNDEGROUND FIELD CONDUITS;2;CONDUITS INSTALLATION;Ref.2;;LM;;;;;;50;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15211;15211-UG1;INSTALLATION OF UNDEGROUND FIELD CONDUITS;3;FINAL DOC. REVIEW;Ref.3;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15221;15221-A;INSTALLATION OF CABLES AND MULTICABLES IN CONDUIT;1;CABLES INSTALLATION AND CHECK;Ref.1;;LM;TEN-1574-006_EPA;X;W;S;;65;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15221;15221-A;INSTALLATION OF CABLES AND MULTICABLES IN CONDUIT;2;CABLES TEST;Ref.2;;;TEN-1574-004;X;W;S;;30;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15221;15221-A;INSTALLATION OF CABLES AND MULTICABLES IN CONDUIT;3;FINAL DOC. REVIEW;Ref.3;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15221;15221-AG;INSTALLATION OF ABOVEGROUND CABLES AND MULTICABLES;1;CABLES INSTALLATION AND CHECK;Ref.1;;LM;;;;;;65;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15221;15221-AG;INSTALLATION OF ABOVEGROUND CABLES AND MULTICABLES;2;CABLES TEST;Ref.2;;;;;;;;30;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15221;15221-AG;INSTALLATION OF ABOVEGROUND CABLES AND MULTICABLES;3;FINAL DOC. REVIEW;Ref.3;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15221;15221-UG;INSTALLATION OF UNDERGROUND CABLES AND MULTICABLES;1;CABLES INSTALLATION AND CHECK;Ref.1;;LM;;;;;;65;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15221;15221-UG;INSTALLATION OF UNDERGROUND CABLES AND MULTICABLES;2;CABLES TEST;Ref.2;;;;;;;;30;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15221;15221-UG;INSTALLATION OF UNDERGROUND CABLES AND MULTICABLES;3;FINAL DOC. REVIEW;Ref.3;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15231;15231-A;CONNECTION OF CABLES AND MULTICABLES AT BOTH ENDS;1;SOURCE POINT CONNECTION AND CHECK;Ref.1;;;;;;;;50;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15231;15231-A;CONNECTION OF CABLES AND MULTICABLES AT BOTH ENDS;2;DESTINATION POINT CONNECTION CHECK;Ref.2;;U;;;;;;45;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15231;15231-A;CONNECTION OF CABLES AND MULTICABLES AT BOTH ENDS;3;FINAL DOC. REVIEW;Ref.3;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15241;15241-JB;INSTALLATION OF JUNCTION BOXES;1;PREFABRICATION OF SUPPORTS;Ref.1;;;;;;;;20;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15241;15241-JB;INSTALLATION OF JUNCTION BOXES;2;INSTALLATION OF SUPPORTS;Ref.2;;;;;;;;25;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15241;15241-JB;INSTALLATION OF JUNCTION BOXES;3;INSTALLATION OF JUNCTION BOX AND GROUNDING;Ref.3;;U;;;;;;50;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15241;15241-JB;INSTALLATION OF JUNCTION BOXES;4;FINAL DOC. REVIEW;Ref.4;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15241;15241-PN;INSTALLATION OF LOCAL PANELS;1;SUPPORT INSTALLATION;Ref.1;;;;;;;;15;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15241;15241-PN;INSTALLATION OF LOCAL PANELS;2;EQUIPMENT INSTALLATION, LABELLING & INTERNAL COMPONENT INSTALLATION;Ref.2;;U;;;;;;50;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15241;15241-PN;INSTALLATION OF LOCAL PANELS;3;INTERNAL CONNECTION;Ref.3;;;;;;;;20;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15241;15241-PN;INSTALLATION OF LOCAL PANELS;4;GROUNDING CONNECTION AND CHECK;Ref.4;;;;;;;;10;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15241;15241-PN;INSTALLATION OF LOCAL PANELS;5;FINAL DOC. REVIEW;Ref.5;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15251;15251-A;INTERMEDIATE SPLICING OF FIBER OPTIC CABLES;1;INSTALLATION;Ref.1;;U;;;;;;50;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15251;15251-A;INTERMEDIATE SPLICING OF FIBER OPTIC CABLES;2;TESTING;Ref.2;;;;;;;;45;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15251;15251-A;INTERMEDIATE SPLICING OF FIBER OPTIC CABLES;3;FINAL DOC. REVIEW;Ref.3;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15251;15251-AG;INSTALLATION OF ABOVEGROUND FIBER OPTIC CABLES;1;INSTALLATION;Ref.1;;LM;;;;;;50;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15251;15251-AG;INSTALLATION OF ABOVEGROUND FIBER OPTIC CABLES;2;TESTING;Ref.2;;;;;;;;45;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15251;15251-AG;INSTALLATION OF ABOVEGROUND FIBER OPTIC CABLES;3;FINAL DOC. REVIEW;Ref.3;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15251;15251-C;INSTALLATION OF FIBER OPTIC CABLES IN CONDUIT;1;CABLES INSTALLATION;Ref.1;;LM;;;;;;70;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15251;15251-C;INSTALLATION OF FIBER OPTIC CABLES IN CONDUIT;2;CABLES TESTING;Ref.2;;;;;;;;25;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15251;15251-C;INSTALLATION OF FIBER OPTIC CABLES IN CONDUIT;3;FINAL DOC. REVIEW;Ref.3;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15251;15251-T;TEST OF FIBER OPTIC CABLES;1;TEST;Ref.1;;U;TEN-1574-006_EPA;X;W;S;;95;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15251;15251-T;TEST OF FIBER OPTIC CABLES;2;FINAL DOC REVIEW;Ref.2;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15251;15251-UG;INSTALLATION OF UNDERGROUND FIBER OPTIC CABLES;1;CABLES INSTALLATION;Ref.0.1;;LM;TEN-1574-002;X;W;S;;0;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15251;15251-UG;INSTALLATION OF UNDERGROUND FIBER OPTIC CABLES;2;CABLES INSTALLATION;Ref.1;;LM;TEN-1574-004;X;W;S;;70;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15251;15251-UG;INSTALLATION OF UNDERGROUND FIBER OPTIC CABLES;3;CABLES TESTING;Ref.2;;;TEN-1574-006_EPA;X;H;W;;25;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15251;15251-UG;INSTALLATION OF UNDERGROUND FIBER OPTIC CABLES;4;FINAL DOC. REVIEW;Ref.3;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15261;15261-A;INSTALLATION OF PATCH PANELS FOR FIBER OPTIC;1;SUPPORT INSTALLATION;Ref.1;;;;;;;;30;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15261;15261-A;INSTALLATION OF PATCH PANELS FOR FIBER OPTIC;2;EQUIPMENT INSTALLATION, LABELLING;Ref.2;;U;;;;;;45;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15261;15261-A;INSTALLATION OF PATCH PANELS FOR FIBER OPTIC;3;INTERNAL CONNECTION;Ref.3;;;;;;;;20;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15261;15261-A;INSTALLATION OF PATCH PANELS FOR FIBER OPTIC;4;FINAL DOC. REVIEW;Ref.4;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15261;15261-B;SPLICING OF FIBER OPTIC CABLES;1;INSTALLATION;Ref.1;;U;;;;;;70;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15261;15261-B;SPLICING OF FIBER OPTIC CABLES;2;TESTING;Ref.2;;;;;;;;25;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15261;15261-B;SPLICING OF FIBER OPTIC CABLES;3;FINAL DOC. REVIEW;Ref.3;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15311;15311-ATX;ATEX INSPECTION;1;ATEX INSPECTION;Ref.1;;;;;;;;55;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15311;15311-ATX;ATEX INSPECTION;2;ATEX CERTIFICATE;Ref.2;;U;;;;;;40;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15311;15311-ATX;ATEX INSPECTION;3;FINAL DOC. REVIEW;Ref.3;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15311;15311-D;TANK GAUGING SYSTEM INSTALLATION;1;MECHANICAL INSTALLATION AND CHECK;Ref.1;;U;;;;;;50;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15311;15311-D;TANK GAUGING SYSTEM INSTALLATION;2;ELECTRICAL INSTALLATION AND CHECK;Ref.2;;;;;;;;45;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15311;15311-D;TANK GAUGING SYSTEM INSTALLATION;3;FINAL DOC. REVIEW;Ref.3;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15311;15311-E;ELECTRONIC FLOW TRANSMITTERS DIFFERENTIAL PRESSURE TYPE INSTALLATION W/O TUBING;1;INSTRUMENT CALIBRATION;Ref.1;;;;;;;;10;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15311;15311-E;ELECTRONIC FLOW TRANSMITTERS DIFFERENTIAL PRESSURE TYPE INSTALLATION W/O TUBING;2;FABRICATION OF SUPPORT;Ref.2;;;;;;;;15;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15311;15311-E;ELECTRONIC FLOW TRANSMITTERS DIFFERENTIAL PRESSURE TYPE INSTALLATION W/O TUBING;3;INSTALLATION OF SUPPORT;Ref.3;;;;;;;;15;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15311;15311-E;ELECTRONIC FLOW TRANSMITTERS DIFFERENTIAL PRESSURE TYPE INSTALLATION W/O TUBING;4;INSTALLATION OF INSTRUMENT AND GROUNDING;Ref.4;;;;;;;;35;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15311;15311-E;ELECTRONIC FLOW TRANSMITTERS DIFFERENTIAL PRESSURE TYPE INSTALLATION W/O TUBING;5;TUBING INSTALLATION /LEAK TEST;Ref.5;;;;;;;;20;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15311;15311-E;ELECTRONIC FLOW TRANSMITTERS DIFFERENTIAL PRESSURE TYPE INSTALLATION W/O TUBING;6;FINAL CHECK;Ref.6;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15311;15311-ET;ELECTRONIC FLOW TRANSMITTERS DIFFERENTIAL PRESSURE TYPE INSTALLATION WITH TUBING;1;INSTRUMENT CALIBRATION;Ref.1;;;;;;;;10;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15311;15311-ET;ELECTRONIC FLOW TRANSMITTERS DIFFERENTIAL PRESSURE TYPE INSTALLATION WITH TUBING;2;FABRICATION OF SUPPORT;Ref.2;;;;;;;;15;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15311;15311-ET;ELECTRONIC FLOW TRANSMITTERS DIFFERENTIAL PRESSURE TYPE INSTALLATION WITH TUBING;3;INSTALLATION OF SUPPORT;Ref.3;;;;;;;;15;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15311;15311-ET;ELECTRONIC FLOW TRANSMITTERS DIFFERENTIAL PRESSURE TYPE INSTALLATION WITH TUBING;4;INSTALLATION OF INSTRUMENT AND GROUNDING;Ref.4;;;;;;;;35;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15311;15311-ET;ELECTRONIC FLOW TRANSMITTERS DIFFERENTIAL PRESSURE TYPE INSTALLATION WITH TUBING;5;TUBING INSTALLATION /LEAK TEST;Ref.5;;;;;;;;20;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15311;15311-ET;ELECTRONIC FLOW TRANSMITTERS DIFFERENTIAL PRESSURE TYPE INSTALLATION WITH TUBING;6;FINAL CHECK;Ref.6;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15311;15311-F;ELECTRONIC PRESSURE TRANSMITTERS INSTALLATION W/O TUBING;1;INSTRUMENT CALIBRATION;Ref.1;;;;;;;;10;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15311;15311-F;ELECTRONIC PRESSURE TRANSMITTERS INSTALLATION W/O TUBING;2;FABRICATION OF SUPPORT;Ref.2;;;;;;;;15;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15311;15311-F;ELECTRONIC PRESSURE TRANSMITTERS INSTALLATION W/O TUBING;3;INSTALLATION OF SUPPORT;Ref.3;;;;;;;;15;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15311;15311-F;ELECTRONIC PRESSURE TRANSMITTERS INSTALLATION W/O TUBING;4;INSTALLATION OF INSTRUMENT AND GROUNDING;Ref.4;;;;;;;;35;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15311;15311-F;ELECTRONIC PRESSURE TRANSMITTERS INSTALLATION W/O TUBING;5;TUBING INSTALLATION /LEAK TEST;Ref.5;;;;;;;;20;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15311;15311-F;ELECTRONIC PRESSURE TRANSMITTERS INSTALLATION W/O TUBING;6;FINAL CHECK;Ref.6;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15311;15311-FT;ELECTRONIC PRESSURE TRANSMITTERS INSTALLATION WITH TUBING;1;INSTRUMENT CALIBRATION;Ref.1;;;;;;;;10;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15311;15311-FT;ELECTRONIC PRESSURE TRANSMITTERS INSTALLATION WITH TUBING;2;FABRICATION OF SUPPORT;Ref.2;;;;;;;;15;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15311;15311-FT;ELECTRONIC PRESSURE TRANSMITTERS INSTALLATION WITH TUBING;3;INSTALLATION OF SUPPORT;Ref.3;;;;;;;;15;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15311;15311-FT;ELECTRONIC PRESSURE TRANSMITTERS INSTALLATION WITH TUBING;4;INSTALLATION OF INSTRUMENT AND GROUNDING;Ref.4;;;;;;;;35;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15311;15311-FT;ELECTRONIC PRESSURE TRANSMITTERS INSTALLATION WITH TUBING;5;TUBING INSTALLATION /LEAK TEST;Ref.5;;;;;;;;20;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15311;15311-FT;ELECTRONIC PRESSURE TRANSMITTERS INSTALLATION WITH TUBING;6;FINAL CHECK;Ref.6;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15311;15311-G;ELECTRONIC LEVEL TRANSMITTERS DISPLACEMENT TYPE INSTALLATION W/O TUBING;1;INSTRUMENT CALIBRATION;Ref.1;;;;;;;;50;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15311;15311-G;ELECTRONIC LEVEL TRANSMITTERS DISPLACEMENT TYPE INSTALLATION W/O TUBING;2;INSTALLATION OF INSTRUMENT AND GROUNDING;Ref.2;;;;;;;;45;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15311;15311-G;ELECTRONIC LEVEL TRANSMITTERS DISPLACEMENT TYPE INSTALLATION W/O TUBING;3;FINAL CHECK;Ref.3;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15311;15311-GT;ELECTRONIC LEVEL TRANSMITTERS DISPLACEMENT TYPE INSTALLATION WITH TUBING;1;INSTRUMENT CALIBRATION;Ref.1;;;;;;;;50;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15311;15311-GT;ELECTRONIC LEVEL TRANSMITTERS DISPLACEMENT TYPE INSTALLATION WITH TUBING;2;INSTALLATION OF INSTRUMENT AND GROUNDING;Ref.2;;;;;;;;45;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15311;15311-GT;ELECTRONIC LEVEL TRANSMITTERS DISPLACEMENT TYPE INSTALLATION WITH TUBING;3;FINAL CHECK;Ref.3;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15311;15311-H;ELECTRONIC TEMPERATURE TRANSMITTERS / CONVERTERS INSTALLATION;1;INSTRUMENT CALIBRATION;Ref.1;;;;;;;;50;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15311;15311-H;ELECTRONIC TEMPERATURE TRANSMITTERS / CONVERTERS INSTALLATION;2;INSTALLATION OF INSTRUMENT AND GROUNDING;Ref.2;;;;;;;;45;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15311;15311-H;ELECTRONIC TEMPERATURE TRANSMITTERS / CONVERTERS INSTALLATION;3;FINAL CHECK;Ref.3;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15311;15311-I;LEVEL SWITCHES INSTALLATION;1;SECONDARY CABLE TRAY INSTALLATION;Ref.1;;;;;;;;20;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15311;15311-I;LEVEL SWITCHES INSTALLATION;2;SIGNAL CABLE INSTALLATION, WIRING AND INSTRUM. GROUNDING, CABLE GLAND INSTALLATION;Ref.2;;;;;;;;25;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15311;15311-I;LEVEL SWITCHES INSTALLATION;3;INSTALLATION OF INSTRUMENT;Ref.3;;;;;;;;50;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15311;15311-I;LEVEL SWITCHES INSTALLATION;4;FINAL CHECK;Ref.4;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15311;15311-J;DIRECT TEMPERATURE SWITCHES INSTALLATION;1;SECONDARY CABLE TRAY INSTALLATION;Ref.1;;;;;;;;20;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15311;15311-J;DIRECT TEMPERATURE SWITCHES INSTALLATION;2;SIGNAL CABLE INSTALLATION, WIRING AND INSTRUM. GROUNDING, CABLE GLAND INSTALLATION;Ref.2;;;;;;;;25;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15311;15311-J;DIRECT TEMPERATURE SWITCHES INSTALLATION;3;INSTALLATION OF INSTRUMENT;Ref.3;;;;;;;;50;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15311;15311-J;DIRECT TEMPERATURE SWITCHES INSTALLATION;4;FINAL CHECK;Ref.4;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15311;15311-K;LEVEL GAUGES INSTALLATION;1;INSTALLATION OF INSTRUMENT;Ref.1;;;;;;;;95;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15311;15311-K;LEVEL GAUGES INSTALLATION;2;FINAL CHECK;Ref.2;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15311;15311-L;LOCAL PRESSURE GAUGES INSTALLATION;1;INSTALLATION OF INSTRUMENT;Ref.1;;;;;;;;95;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15311;15311-L;LOCAL PRESSURE GAUGES INSTALLATION;2;FINAL CHECK;Ref.2;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15311;15311-M;THERMOELEMENTS AND THERMOWELLS INSTALLATION;1;INSTALLATION OF INSTRUMENT;Ref.1;;;;;;;;95;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15311;15311-M;THERMOELEMENTS AND THERMOWELLS INSTALLATION;2;FINAL CHECK;Ref.2;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15311;15311-N;TEMPERATURE INDICATOR AND THERMOWELLS INSTALLATION;1;INSTALLATION OF INSTRUMENT;Ref.1;;;;;;;;95;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15311;15311-N;TEMPERATURE INDICATOR AND THERMOWELLS INSTALLATION;2;FINAL CHECK;Ref.2;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15311;15311-O;ELECTRONIC LEVEL INSTRUMENTS DIFFERENTIAL PRESSURE TYPE INSTALLATION W/O TUBING;1;INSTRUMENT CALIBRATION;Ref.1;;;;;;;;10;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15311;15311-O;ELECTRONIC LEVEL INSTRUMENTS DIFFERENTIAL PRESSURE TYPE INSTALLATION W/O TUBING;2;FABRICATION OF SUPPORT;Ref.2;;;;;;;;20;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15311;15311-O;ELECTRONIC LEVEL INSTRUMENTS DIFFERENTIAL PRESSURE TYPE INSTALLATION W/O TUBING;3;INSTALLATION OF SUPPORT;Ref.3;;;;;;;;20;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15311;15311-O;ELECTRONIC LEVEL INSTRUMENTS DIFFERENTIAL PRESSURE TYPE INSTALLATION W/O TUBING;4;INSTALLATION OF INSTRUMENT AND GROUNDING;Ref.4;;;;;;;;45;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15311;15311-O;ELECTRONIC LEVEL INSTRUMENTS DIFFERENTIAL PRESSURE TYPE INSTALLATION W/O TUBING;5;FINAL CHECK;Ref.5;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15311;15311-OT;ELECTRONIC LEVEL INSTRUMENTS DIFFERENTIAL PRESSURE TYPE INSTALLATION WITH TUBING;1;INSTRUMENT CALIBRATION;Ref.1;;;;;;;;10;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15311;15311-OT;ELECTRONIC LEVEL INSTRUMENTS DIFFERENTIAL PRESSURE TYPE INSTALLATION WITH TUBING;2;FABRICATION OF SUPPORT;Ref.2;;;;;;;;20;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15311;15311-OT;ELECTRONIC LEVEL INSTRUMENTS DIFFERENTIAL PRESSURE TYPE INSTALLATION WITH TUBING;3;INSTALLATION OF SUPPORT;Ref.3;;;;;;;;20;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15311;15311-OT;ELECTRONIC LEVEL INSTRUMENTS DIFFERENTIAL PRESSURE TYPE INSTALLATION WITH TUBING;4;INSTALLATION OF INSTRUMENT AND GROUNDING;Ref.4;;;;;;;;45;FALSE;FALSE;TRUE;TRUE;Active
15;1500;15311;15311-OT;ELECTRONIC LEVEL INSTRUMENTS DIFFERENTIAL PRESSURE TYPE INSTALLATION WITH TUBING;5;FINAL CHECK;Ref.5;;;;X;W;S;;5;FALSE;FALSE;FALSE;FALSE;Active
15;1500;15311;15311-P;DIRECT PRESSURE SWITCHES INSTALLATION;1;SECONDARY CABLE TRAY INSTALLATION;Ref.1;;;;;;;;20;FALSE;FALSE;FALSE;TRUE;Active
15;1500;15311;15311-P;DIRECT PRESSURE SWITCHES INSTALLATION;2;SIGNAL CABLE INSTALLATION, WIRING AND INSTRUM. GROUNDING, CABLE GLAND INSTALLATION;Ref.2;;;;;;;;25;FALSE;FALSE;FALSE;TRUE;Active
